,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
15161,2015,TX,Matagorda,1155.66667,6.73333,2529,17162.41667,"(28.8204837, -95.9832577)",0.14736,"[451.08333, 276.16667, 935.0, 7626.08333, 1155.66667]","[3.99167, 3.75, 4.40833, 4.575, 6.73333]","[1165, 500, 2464, 8417, 2529]","[0.10292, 0.06791, 0.11616, 0.05043, 0.14736]","['(28.4169365, -96.663812)', '(28.9340886, -96.5356449)', '(29.36909319999999, -96.15269850000001)', '(29.2131857, -95.4777811)', '(28.8204837, -95.9832577)']",5,True,False,True,False
15167,2015,TX,Ochiltree,224.0,4.26667,284,5267.58333,"(36.2921544, -100.8000051)",0.05391,"[82.41667, 18.08333, 92.25, 72.25, 66.91667, 224.0, 431.16667]","[2.75, 3.95, 2.95833, 3.15, 3.89167, 4.26667, 4.43333]","[88, 36, 54, 189, 69, 284, 1554]","[0.02911, 0.07908, 0.01737, 0.08219, 0.04006, 0.05391, 0.15875]","['(36.7440186, -100.5296115)', '(35.8540979, -100.8903099)', '(36.31837489999999, -101.4339148)', '(35.9022267, -100.3497895)', '(36.2464455, -100.3497895)', '(36.2921544, -100.8000051)', '(35.8031909, -101.4339148)']",7,False,False,False,False
15173,2015,TX,Red River,307.83333,6.275,465,4904.33333,"(33.6072302, -94.976654)",0.09481,"[342.83333, 304.75, 454.25, 1171.58333, 312.0, 1876.25, 117.58333, 1056.5, 734.5, 466.08333, 713.91667, 221.5, 307.83333]","[6.1, 5.45833, 7.66667, 7.93333, 6.14167, 4.8, 4.54167, 4.75833, 5.78333, 8.78333, 4.19167, 4.85833, 6.275]","[687, 439, 708, 2422, 667, 6725, 77, 2862, 1785, 586, 951, 260, 465]","[0.12261, 0.07848, 0.11969, 0.16432, 0.13108, 0.17191, 0.02971, 0.12913, 0.14025, 0.11037, 0.05595, 0.05711, 0.09481]","['(34.0346222, -94.27436279999999)', '(33.6808926, -94.19234000000002)', '(33.9851472, -95.51973939999999)', '(34.1481711, -94.81059549999999)', '(32.9567043, -94.99744609999999)', '(33.4473287, -94.479976)', '(33.3493128, -95.77212039999999)', '(33.75694, -95.6457951)', '(33.2493126, -94.976654)', '(33.122847, -94.7691586)', '(33.2282942, -95.4777811)', '(33.1959954, -95.18492189999999)', '(33.6072302, -94.976654)']",13,False,False,False,False
15179,2015,TX,Robertson,344.83333,4.775,593,7242.0,"(31.0080004, -96.49297969999999)",0.08188,"[369.08333, 273.0, 528.58333, 3592.08333, 611.41667, 218.58333, 337.41667, 428.83333, 344.83333]","[5.34167, 4.24167, 5.225, 3.31667, 5.325, 4.28333, 4.36667, 5.0, 4.775]","[534, 407, 956, 13087, 1111, 641, 473, 1352, 593]","[0.07709, 0.06311, 0.09455, 0.1206, 0.09659, 0.12541, 0.06102, 0.15772, 0.08188]","['(31.2152685, -95.9832577)', '(31.1636412, -97.0068393)', '(30.8092642, -96.9795011)', '(30.6504141, -96.3226072)', '(30.4829853, -95.9832577)', '(30.9888479, -95.94097099999999)', '(30.4500257, -96.663812)', '(31.5461078, -96.663812)', '(31.0080004, -96.49297969999999)']",9,False,False,False,False
15185,2015,TX,Somervell,205.75,4.99167,182,4106.66667,"(32.2547696, -97.7416703)",0.04432,"[709.25, 1104.83333, 789.58333, 361.0, 2469.08333, 3254.66667, 41169.33333, 205.75, 683.91667]","[4.53333, 4.50833, 3.90833, 4.48333, 4.15, 4.38333, 4.16667, 4.99167, 5.19167]","[1633, 2134, 1289, 230, 3460, 4485, 62185, 182, 186]","[0.10466, 0.08705, 0.06399, 0.02856, 0.05813, 0.06042, 0.06277, 0.04432, 0.01414]","['(32.0621768, -97.179026)', '(32.4296296, -97.8286368)', '(32.17934040000001, -98.2212979)', '(31.8507607, -97.69822719999999)', '(32.7415519, -97.87216)', '(32.4133566, -97.35165579999999)', '(32.7732044, -97.35165579999999)', '(32.2547696, -97.7416703)', '(32.7511956, -98.31041839999999)']",9,False,False,False,False
15191,2015,TX,Stonewall,28.83333,4.35833,14,661.83333,"(33.1114912, -100.1703257)",0.02115,"[12.75, 6.91667, 63.25, 310.25, 69.0, 32.25, 90.0, 28.83333]","[2.56667, 3.48333, 3.76667, 5.48333, 3.81667, 4.59167, 3.49167, 4.35833]","[40, 8, 86, 373, 195, 39, 86, 14]","[0.08054, 0.04007, 0.05117, 0.06587, 0.10841, 0.05554, 0.03333, 0.02115]","['(33.2438434, -100.7097867)', '(33.644342, -100.1703257)', '(33.6734243, -99.8124935)', '(32.7833435, -99.8124935)', '(32.7398733, -100.3497895)', '(33.5985109, -100.7097867)', '(33.1403423, -99.8124935)', '(33.1114912, -100.1703257)']",8,False,False,False,True
15197,2015,TX,Tom Green,2232.91667,4.09167,9935,54503.0,"(31.3839017, -100.439656)",0.18228,"[56.41667, 28.66667, 44.58333, 44.25, 172.83333, 25.25, 2232.91667, 78.66667]","[4.025, 3.6, 3.25, 5.18333, 3.70833, 3.375, 4.09167, 5.275]","[32, 60, 4, 12, 356, 8, 9935, 72]","[0.02291, 0.07516, 0.00291, 0.01402, 0.07628, 0.01073, 0.18228, 0.04802]","['(31.82776629999999, -100.5296115)', '(31.2557696, -100.8903099)', '(31.3431641, -99.8124935)', '(30.9802428, -99.8124935)', '(31.8714508, -99.99122539999999)', '(31.78149299999999, -101.0711758)', '(31.3839017, -100.439656)', '(30.9234947, -100.5296115)']",8,False,False,True,False
15203,2015,TX,Val Verde,1172.58333,5.99167,2400,19555.25,"(29.8687682, -101.1617356)",0.12273,"[40.0, 1172.58333]","[4.625, 5.99167]","[46, 2400]","[0.05322, 0.12273]","['(29.9282955, -100.439656)', '(29.8687682, -101.1617356)']",2,True,False,True,False
15209,2015,TX,Van Zandt,1086.0,4.48333,1366,24191.0,"(32.4936974, -95.81428849999999)",0.05647,"[886.08333, 246.16667, 4630.16667, 2236.66667, 960.41667, 1681.08333, 1666.25, 1086.0]","[5.28333, 4.55833, 4.46667, 4.08333, 4.2, 3.75, 4.84167, 4.48333]","[1265, 210, 14219, 4116, 3100, 1892, 3919, 1366]","[0.07554, 0.03884, 0.13719, 0.07481, 0.13556, 0.04217, 0.11413, 0.05647]","['(32.8296216, -95.35208759999999)', '(32.9009129, -95.77212039999999)', '(32.3352505, -95.3102505)', '(32.5889211, -96.3089299)', '(32.0991878, -96.49297969999999)', '(32.8721646, -96.365157)', '(32.1321367, -95.81428849999999)', '(32.4936974, -95.81428849999999)']",8,False,False,False,False
15215,2015,TX,Wilbarger,246.16667,4.825,694,5105.16667,"(34.0688089, -99.2785583)",0.13594,"[442.75, 144.08333, 63.25, 182.0, 57.25, 2365.91667, 79.25, 246.16667]","[4.075, 4.3, 3.76667, 4.41667, 3.51667, 4.3, 4.88333, 4.825]","[1405, 437, 86, 124, 204, 10114, 78, 694]","[0.12921, 0.13015, 0.05117, 0.0301, 0.12549, 0.18296, 0.04817, 0.13594]","['(34.5834576, -99.456155)', '(34.4478348, -98.92453429999999)', '(33.6734243, -99.8124935)', '(33.5761511, -98.7481167)', '(33.5373926, -99.2785583)', '(33.9309651, -98.7481167)', '(34.2177242, -99.634135)', '(34.0688089, -99.2785583)']",8,False,False,False,False
15221,2015,TX,Deaf Smith,276.41667,3.15,970,8787.33333,"(35.0017354, -102.5298028)",0.11039,"[122.41667, 27.08333, 116.91667, 1869.75, 1996.16667, 276.41667]","[3.39167, 2.96667, 2.35, 3.33333, 2.89167, 3.15]","[380, 46, 190, 486, 1075, 970]","[0.10517, 0.05036, 0.03828, 0.00865, 0.01557, 0.11039]","['(34.4985047, -102.3463875)', '(35.4247226, -102.6216211)', '(34.4604292, -102.7135121)', '(35.404373, -101.9804613)', '(34.9020377, -101.7979613)', '(35.0017354, -102.5298028)']",6,False,False,True,False
15227,2015,TX,Hutchinson,431.16667,4.43333,1554,9789.0,"(35.8031909, -101.4339148)",0.15875,"[520.0, 345.91667, 97.75, 1869.75, 18.08333, 38.91667, 92.25, 224.0, 431.16667]","[5.63333, 3.11667, 3.2, 3.33333, 3.95, 2.74167, 2.95833, 4.26667, 4.43333]","[2290, 1042, 156, 486, 36, 58, 54, 284, 1554]","[0.2471, 0.09386, 0.05089, 0.00865, 0.07908, 0.04087, 0.01737, 0.05391, 0.15875]","['(35.3352558, -100.8903099)', '(35.8446761, -101.8891721)', '(35.4578717, -101.4339148)', '(35.404373, -101.9804613)', '(35.8540979, -100.8903099)', '(36.2643429, -101.9804613)', '(36.31837489999999, -101.4339148)', '(36.2921544, -100.8000051)', '(35.8031909, -101.4339148)']",9,False,False,False,False
15233,2015,TX,Jeff Davis,35.0,3.26667,26,1078.66667,"(30.750805, -104.1930918)",0.0241,[35.0],[3.26667],[26],[0.0241],"['(30.750805, -104.1930918)']",1,True,True,True,True
15239,2015,TX,Montgomery,10939.33333,4.23333,20170,258003.9167,"(30.3213482, -95.4777811)",0.07818,"[1029.58333, 611.41667, 103502.5, 1159.5, 1037.25, 2131.41667, 10939.33333, 632.0]","[6.05, 5.325, 4.625, 5.05, 4.78333, 6.9, 4.23333, 5.59167]","[2000, 1111, 139454, 2884, 1693, 2900, 20170, 1073]","[0.11747, 0.09659, 0.06246, 0.12562, 0.07822, 0.09379, 0.07818, 0.09512]","['(30.7150882, -94.81059549999999)', '(30.4829853, -95.9832577)', '(29.7751825, -95.3102505)', '(30.6815394, -95.6457951)', '(29.9751629, -96.02557379999999)', '(30.1633593, -94.81059549999999)', '(30.3213482, -95.4777811)', '(30.5187687, -95.1432068)']",8,False,True,False,False
15245,2015,TX,Palo Pinto,683.91667,5.19167,186,13155.66667,"(32.7511956, -98.31041839999999)",0.01414,"[1104.83333, 171.58333, 789.58333, 360.33333, 2469.08333, 379.08333, 171.5, 205.75, 683.91667]","[4.50833, 4.225, 3.90833, 4.25833, 4.15, 4.73333, 4.19167, 4.99167, 5.19167]","[2134, 320, 1289, 687, 3460, 1058, 312, 182, 186]","[0.08705, 0.07853, 0.06399, 0.08118, 0.05813, 0.13173, 0.07603, 0.04432, 0.01414]","['(32.4296296, -97.8286368)', '(33.2560382, -98.2212979)', '(32.17934040000001, -98.2212979)', '(33.2200087, -98.7481167)', '(32.7415519, -97.87216)', '(32.3240465, -98.7481167)', '(32.7399935, -98.8400144)', '(32.2547696, -97.7416703)', '(32.7511956, -98.31041839999999)']",9,True,False,False,True
15251,2015,TX,Schleicher,78.66667,5.275,72,1499.5,"(30.9234947, -100.5296115)",0.04802,"[28.66667, 44.25, 103.66667, 114.33333, 2232.91667, 78.66667]","[3.6, 5.18333, 6.09167, 6.01667, 4.09167, 5.275]","[60, 12, 76, 126, 9935, 72]","[0.07516, 0.01402, 0.04426, 0.06634, 0.18228, 0.04802]","['(31.2557696, -100.8903099)', '(30.9802428, -99.8124935)', '(30.5598827, -100.5296115)', '(30.5977955, -101.1617356)', '(31.3839017, -100.439656)', '(30.9234947, -100.5296115)']",6,False,False,False,False
15257,2015,TX,Washington,730.25,4.75833,1242,15347.0,"(30.2352956, -96.365157)",0.08093,"[329.75, 643.58333, 3592.08333, 611.41667, 1037.25, 422.58333, 337.41667, 389.66667, 730.25]","[3.54167, 4.58333, 3.31667, 5.325, 4.78333, 3.31667, 4.36667, 3.925, 4.75833]","[534, 965, 13087, 1111, 1693, 768, 473, 658, 1242]","[0.05746, 0.06878, 0.1206, 0.09659, 0.07822, 0.06017, 0.06102, 0.06648, 0.08093]","['(30.2967161, -96.9638624)', '(29.8711291, -96.2800864)', '(30.6504141, -96.3226072)', '(30.4829853, -95.9832577)', '(29.9751629, -96.02557379999999)', '(29.8896442, -96.83509989999999)', '(30.4500257, -96.663812)', '(29.5378648, -96.49297969999999)', '(30.2352956, -96.365157)']",9,False,False,False,False
15263,2015,TX,Williamson,9096.75,3.45833,6153,263789.4167,"(30.7591685, -97.69822719999999)",0.02333,"[6323.0, 273.0, 528.58333, 769.66667, 21462.83333, 396.66667, 9096.75]","[4.64167, 4.24167, 5.225, 3.63333, 3.25833, 4.4, 3.45833]","[21320, 407, 956, 1419, 11664, 755, 6153]","[0.15659, 0.06311, 0.09455, 0.06707, 0.0178, 0.08345, 0.02333]","['(31.134411, -97.5247243)', '(31.1636412, -97.0068393)', '(30.8092642, -96.9795011)', '(30.7270349, -98.2212979)', '(30.2097015, -97.69822719999999)', '(31.2737682, -98.2212979)', '(30.7591685, -97.69822719999999)']",7,False,False,False,False
15269,2015,TX,Nacogdoches,1317.83333,4.68333,3262,28106.91667,"(31.6353071, -94.645035)",0.11606,"[1084.58333, 603.33333, 597.41667, 322.08333, 2086.0, 1076.58333, 1317.83333, 253.08333]","[4.75833, 5.25, 5.25833, 5.875, 5.575, 5.15, 4.68333, 9.05833]","[2625, 1366, 1156, 190, 5379, 2451, 3262, 86]","[0.11501, 0.11816, 0.10168, 0.03469, 0.14396, 0.11738, 0.11606, 0.03076]","['(32.1741887, -94.81059549999999)', '(32.1920035, -94.315422)', '(31.8343021, -94.15137639999999)', '(31.0687648, -95.1432068)', '(31.2704698, -94.645035)', '(31.7981828, -95.1432068)', '(31.6353071, -94.645035)', '(31.4699363, -94.15137639999999)']",8,False,True,False,False
15275,2015,TX,San Jacinto,632.0,5.59167,1073,11280.58333,"(30.5187687, -95.1432068)",0.09512,"[1029.58333, 1159.5, 2131.41667, 322.08333, 10939.33333, 632.0]","[6.05, 5.05, 6.9, 5.875, 4.23333, 5.59167]","[2000, 2884, 2900, 190, 20170, 1073]","[0.11747, 0.12562, 0.09379, 0.03469, 0.07818, 0.09512]","['(30.7150882, -94.81059549999999)', '(30.6815394, -95.6457951)', '(30.1633593, -94.81059549999999)', '(31.0687648, -95.1432068)', '(30.3213482, -95.4777811)', '(30.5187687, -95.1432068)']",6,False,False,False,False
15281,2015,TX,Shackelford,59.0,2.85,65,2080.58333,"(32.8242297, -99.2785583)",0.03124,"[310.25, 360.33333, 57.25, 90.0, 243.66667, 379.08333, 171.5, 59.0, 24.83333]","[5.48333, 4.25833, 3.51667, 3.49167, 4.26667, 4.73333, 4.19167, 2.85, 3.18333]","[373, 687, 204, 86, 386, 1058, 312, 65, 19]","[0.06587, 0.08118, 0.12549, 0.03333, 0.06741, 0.13173, 0.07603, 0.03124, 0.02436]","['(32.7833435, -99.8124935)', '(33.2200087, -98.7481167)', '(33.5373926, -99.2785583)', '(33.1403423, -99.8124935)', '(32.2728116, -99.456155)', '(32.3240465, -98.7481167)', '(32.7399935, -98.8400144)', '(32.8242297, -99.2785583)', '(33.1814565, -99.2785583)']",9,False,True,False,False
15287,2015,TX,San Patricio,1965.58333,6.51667,2988,30206.0,"(27.9999695, -97.5247243)",0.09892,"[640.91667, 152.91667, 8170.75, 508.41667, 847.83333, 175.41667, 235.5, 1514.91667, 1965.58333]","[6.18333, 4.45, 4.93333, 5.06667, 5.90833, 5.325, 4.0, 7.90833, 6.51667]","[1290, 242, 29778, 2231, 2321, 140, 422, 3244, 2988]","[0.12437, 0.07025, 0.17974, 0.22197, 0.16135, 0.04238, 0.07171, 0.16893, 0.09892]","['(28.3624206, -97.69822719999999)', '(28.5673709, -97.35165579999999)', '(27.7693351, -97.4814163)', '(28.0761262, -96.9638624)', '(27.4308339, -97.69822719999999)', '(28.3465339, -97.1359377)', '(28.342294, -98.04651849999999)', '(27.7841718, -98.04651849999999)', '(27.9999695, -97.5247243)']",9,False,False,False,False
15293,2015,TX,Throckmorton,24.83333,3.18333,19,779.91667,"(33.1814565, -99.2785583)",0.02436,"[63.25, 310.25, 360.33333, 182.0, 57.25, 90.0, 171.5, 59.0, 24.83333]","[3.76667, 5.48333, 4.25833, 4.41667, 3.51667, 3.49167, 4.19167, 2.85, 3.18333]","[86, 373, 687, 124, 204, 86, 312, 65, 19]","[0.05117, 0.06587, 0.08118, 0.0301, 0.12549, 0.03333, 0.07603, 0.03124, 0.02436]","['(33.6734243, -99.8124935)', '(32.7833435, -99.8124935)', '(33.2200087, -98.7481167)', '(33.5761511, -98.7481167)', '(33.5373926, -99.2785583)', '(33.1403423, -99.8124935)', '(32.7399935, -98.8400144)', '(32.8242297, -99.2785583)', '(33.1814565, -99.2785583)']",9,False,False,False,True
15299,2015,TX,Collingsworth,46.5,3.64167,50,1269.08333,"(35.0351623, -100.3497895)",0.0394,"[45.0, 623.33333, 520.0, 63.91667, 66.0, 109.08333, 89.08333, 46.5]","[3.44167, 5.14167, 5.63333, 5.31667, 4.14167, 3.88333, 3.1, 3.64167]","[186, 1157, 2290, 45, 124, 167, 26, 50]","[0.14286, 0.09476, 0.2471, 0.03743, 0.0779, 0.05924, 0.00907, 0.0394]","['(34.7305114, -99.8124935)', '(35.2687266, -99.634135)', '(35.3352558, -100.8903099)', '(34.4793521, -100.7097867)', '(34.9875355, -100.8903099)', '(35.3830893, -100.3497895)', '(34.5257527, -100.1703257)', '(35.0351623, -100.3497895)']",8,False,False,False,False
15305,2015,TX,San Augustine,253.08333,9.05833,86,2796.08333,"(31.4699363, -94.15137639999999)",0.03076,"[1035.08333, 402.58333, 325.25, 597.41667, 2086.0, 1317.83333, 253.08333]","[7.48333, 7.50833, 9.28333, 5.25833, 5.575, 4.68333, 9.05833]","[1904, 148, 352, 1156, 5379, 3262, 86]","[0.13732, 0.0276, 0.10061, 0.10168, 0.14396, 0.11606, 0.03076]","['(30.9263644, -93.9878427)', '(30.9359604, -93.66232389999999)', '(31.2974233, -93.8248241)', '(31.8343021, -94.15137639999999)', '(31.2704698, -94.645035)', '(31.6353071, -94.645035)', '(31.4699363, -94.15137639999999)']",7,False,False,False,False
15311,2015,UT,Iron,906.08333,4.45833,2145,20376.33333,"(37.7854715, -113.1918021)",0.10527,"[906.08333, 118.33333, 2603.08333]","[4.45833, 3.775, 4.08333]","[2145, 282, 5502]","[0.10527, 0.09028, 0.08624]","['(37.7854715, -113.1918021)', '(38.3266376, -113.287085)', '(37.3224877, -113.4776098)']",3,True,False,True,False
15317,2015,UT,Juab,196.08333,3.96667,461,4948.58333,"(39.7108104, -112.7152125)",0.09316,[196.08333],[3.96667],[461],[0.09316],"['(39.7108104, -112.7152125)']",1,True,True,True,True
15323,2015,UT,Kane,160.5,4.49167,265,3633.0,"(37.293251, -112.4291464)",0.07294,[160.5],[4.49167],[265],[0.07294],"['(37.293251, -112.4291464)']",1,True,True,True,True
15329,2015,UT,Rich,38.25,3.76667,54,1047.75,"(41.5629707, -111.1891151)",0.05154,"[128.33333, 38.25, 1844.83333, 4819.0, 487.0, 399.08333]","[4.55, 3.76667, 3.06667, 4.1, 5.01667, 4.74167]","[192, 54, 3211, 14749, 934, 246]","[0.06789, 0.05154, 0.05336, 0.12554, 0.09634, 0.02918]","['(42.228222, -111.2845025)', '(41.5629707, -111.1891151)', '(41.7560026, -111.7614661)', '(41.2602635, -111.9522491)', '(41.2107397, -110.6168921)', '(42.0703294, -110.5215459)']",6,False,False,False,False
15335,2015,UT,Utah,8693.5,3.275,18749,266644.6667,"(40.0966287, -111.5706786)",0.07031,"[8693.5, 466.91667, 19862.5]","[3.275, 3.525, 3.375]","[18749, 625, 115570]","[0.07031, 0.04704, 0.19697]","['(40.0966287, -111.5706786)', '(40.3629418, -110.9983515)', '(40.644188, -111.9522491)']",3,False,True,False,False
15341,2015,UT,Cache,1844.83333,3.06667,3211,60174.33333,"(41.7560026, -111.7614661)",0.05336,"[204.0, 128.33333, 38.25, 1844.83333, 4819.0]","[3.16667, 4.55, 3.76667, 3.06667, 4.1]","[106, 192, 54, 3211, 14749]","[0.01644, 0.06789, 0.05154, 0.05336, 0.12554]","['(42.2100342, -111.7614661)', '(42.228222, -111.2845025)', '(41.5629707, -111.1891151)', '(41.7560026, -111.7614661)', '(41.2602635, -111.9522491)']",5,False,True,False,False
15347,2015,UT,Davis,5424.58333,3.39167,12326,160320.8333,"(40.9628845, -112.0953297)",0.07688,"[5424.58333, 4819.0, 19862.5]","[3.39167, 4.1, 3.375]","[12326, 14749, 115570]","[0.07688, 0.12554, 0.19697]","['(40.9628845, -112.0953297)', '(41.2602635, -111.9522491)', '(40.644188, -111.9522491)']",3,False,False,False,True
15353,2015,UT,Emery,268.16667,6.075,247,4412.66667,"(39.0738385, -110.7122465)",0.05598,"[268.16667, 497.41667, 473.25]","[6.075, 5.69167, 4.13333]","[247, 1243, 554]","[0.05598, 0.14239, 0.04841]","['(39.0738385, -110.7122465)', '(39.6479807, -110.6168921)', '(39.3090085, -111.5706786)']",3,True,False,False,False
15359,2015,UT,Grand,341.58333,6.29167,542,5623.08333,"(39.0086287, -109.5613343)",0.09639,[341.58333],[6.29167],[542],[0.09639],"['(39.0086287, -109.5613343)']",1,True,True,True,True
15365,2015,UT,Piute,30.25,6.49167,26,466.41667,"(38.3997408, -112.1430215)",0.05574,"[30.25, 425.0]","[6.49167, 4.45]","[26, 1039]","[0.05574, 0.10901]","['(38.3997408, -112.1430215)', '(38.7333524, -111.6660725)']",2,True,False,False,True
15377,2015,UT,Weber,4819.0,4.1,14749,117485.3333,"(41.2602635, -111.9522491)",0.12554,"[38.25, 1844.83333, 5424.58333, 4819.0, 19862.5]","[3.76667, 3.06667, 3.39167, 4.1, 3.375]","[54, 3211, 12326, 14749, 115570]","[0.05154, 0.05336, 0.07688, 0.12554, 0.19697]","['(41.5629707, -111.1891151)', '(41.7560026, -111.7614661)', '(40.9628845, -112.0953297)', '(41.2602635, -111.9522491)', '(40.644188, -111.9522491)']",5,True,False,False,False
15383,2015,UT,Beaver,118.33333,3.775,282,3123.75,"(38.3266376, -113.287085)",0.09028,"[906.08333, 118.33333]","[4.45833, 3.775]","[2145, 282]","[0.10527, 0.09028]","['(37.7854715, -113.1918021)', '(38.3266376, -113.287085)']",2,False,True,False,True
15389,2015,UT,Carbon,497.41667,5.69167,1243,8729.5,"(39.6479807, -110.6168921)",0.14239,"[268.16667, 497.41667, 665.16667]","[6.075, 5.69167, 7.55833]","[247, 1243, 1608]","[0.05598, 0.14239, 0.18216]","['(39.0738385, -110.7122465)', '(39.6479807, -110.6168921)', '(40.2172448, -110.5215459)']",3,False,True,False,False
15401,2015,UT,Sevier,425.0,4.45,1039,9531.58333,"(38.7333524, -111.6660725)",0.10901,"[30.25, 425.0, 473.25]","[6.49167, 4.45, 4.13333]","[26, 1039, 554]","[0.05574, 0.10901, 0.04841]","['(38.3997408, -112.1430215)', '(38.7333524, -111.6660725)', '(39.3090085, -111.5706786)']",3,False,False,True,False
15407,2015,UT,Summit,765.33333,3.33333,1580,23120.33333,"(40.8297566, -110.9983515)",0.06834,"[765.33333, 466.91667, 665.16667, 487.0]","[3.33333, 3.525, 7.55833, 5.01667]","[1580, 625, 1608, 934]","[0.06834, 0.04704, 0.18216, 0.09634]","['(40.8297566, -110.9983515)', '(40.3629418, -110.9983515)', '(40.2172448, -110.5215459)', '(41.2107397, -110.6168921)']",4,False,True,False,False
15413,2015,UT,Tooele,1227.25,4.125,3720,29601.25,"(40.507092, -113.0011989)",0.12567,[1227.25],[4.125],[3720],[0.12567],"['(40.507092, -113.0011989)']",1,True,True,True,True
15419,2015,UT,Uintah,1044.33333,6.80833,1683,15338.83333,"(40.1069499, -109.3783206)",0.10972,[1044.33333],[6.80833],[1683],[0.10972],"['(40.1069499, -109.3783206)']",1,True,True,True,True
15425,2015,UT,Daggett,21.58333,4.75833,22,467.41667,"(40.9053845, -109.5211063)",0.04707,[21.58333],[4.75833],[22],[0.04707],"['(40.9053845, -109.5211063)']",1,True,True,True,True
15431,2015,UT,Millard,215.25,3.5,471,6137.75,"(39.0611744, -113.1918021)",0.07674,[215.25],[3.5],[471],[0.07674],"['(39.0611744, -113.1918021)']",1,True,True,True,True
15437,2015,UT,Sanpete,473.25,4.13333,554,11443.33333,"(39.3090085, -111.5706786)",0.04841,"[268.16667, 425.0, 473.25]","[6.075, 4.45, 4.13333]","[247, 1039, 554]","[0.05598, 0.10901, 0.04841]","['(39.0738385, -110.7122465)', '(38.7333524, -111.6660725)', '(39.3090085, -111.5706786)']",3,False,True,False,True
15443,2015,UT,Wasatch,466.91667,3.525,625,13287.41667,"(40.3629418, -110.9983515)",0.04704,"[8693.5, 765.33333, 466.91667, 665.16667]","[3.275, 3.33333, 3.525, 7.55833]","[18749, 1580, 625, 1608]","[0.07031, 0.06834, 0.04704, 0.18216]","['(40.0966287, -111.5706786)', '(40.8297566, -110.9983515)', '(40.3629418, -110.9983515)', '(40.2172448, -110.5215459)']",4,False,False,False,True
15449,2015,UT,Duchesne,665.16667,7.55833,1608,8827.5,"(40.2172448, -110.5215459)",0.18216,"[497.41667, 765.33333, 466.91667, 665.16667]","[5.69167, 3.33333, 3.525, 7.55833]","[1243, 1580, 625, 1608]","[0.14239, 0.06834, 0.04704, 0.18216]","['(39.6479807, -110.6168921)', '(40.8297566, -110.9983515)', '(40.3629418, -110.9983515)', '(40.2172448, -110.5215459)']",4,True,False,True,False
