,Year,Average (Monthly) Percent Unemployed,county,state
16500,2010,8.716666667,Franklin County,VA
16501,2011,7.5,Franklin County,VA
16502,2012,6.591666667,Franklin County,VA
16503,2013,5.908333333,Franklin County,VA
16504,2014,5.366666667,Franklin County,VA
16505,2015,4.641666667,Franklin County,VA
16506,2010,6.275,Highland County,VA
16507,2011,5.6,Highland County,VA
16508,2012,4.866666667,Highland County,VA
16509,2013,4.3,Highland County,VA
16510,2014,3.875,Highland County,VA
16511,2015,3.533333333,Highland County,VA
16512,2010,7.233333333,New Kent County,VA
16513,2011,6.408333333,New Kent County,VA
16514,2012,5.583333333,New Kent County,VA
16515,2013,5.05,New Kent County,VA
16516,2014,4.55,New Kent County,VA
16517,2015,3.816666667,New Kent County,VA
16518,2010,7.591666667,Nottoway County,VA
16519,2011,7.158333333,Nottoway County,VA
16520,2012,6.375,Nottoway County,VA
16521,2013,6.033333333,Nottoway County,VA
16522,2014,5.366666667,Nottoway County,VA
16523,2015,4.533333333,Nottoway County,VA
16524,2010,7.066666667,Powhatan County,VA
16525,2011,6.25,Powhatan County,VA
16526,2012,5.633333333,Powhatan County,VA
16527,2013,5.091666667,Powhatan County,VA
16528,2014,4.533333333,Powhatan County,VA
16529,2015,3.991666667,Powhatan County,VA
16530,2010,7.05,Richmond County,VA
16531,2011,6.658333333,Richmond County,VA
16532,2012,6.408333333,Richmond County,VA
16533,2013,6.2,Richmond County,VA
16534,2014,5.45,Richmond County,VA
16535,2015,4.566666667,Richmond County,VA
16536,2010,6.5,Stafford County,VA
16537,2011,6.158333333,Stafford County,VA
16538,2012,5.783333333,Stafford County,VA
16539,2013,5.666666667,Stafford County,VA
16540,2014,5.333333333,Stafford County,VA
16541,2015,4.475,Stafford County,VA
16542,2010,8.783333333,Tazewell County,VA
16543,2011,7.95,Tazewell County,VA
16544,2012,8.266666667,Tazewell County,VA
16545,2013,8.633333333,Tazewell County,VA
16546,2014,8.141666667,Tazewell County,VA
16547,2015,7.383333333,Tazewell County,VA
16548,2010,5.983333333,Albemarle County,VA
16549,2011,5.583333333,Albemarle County,VA
16550,2012,5.25,Albemarle County,VA
16551,2013,4.85,Albemarle County,VA
16552,2014,4.5,Albemarle County,VA
16553,2015,3.891666667,Albemarle County,VA
16554,2010,8.641666667,Alleghany County,VA
16555,2011,7.858333333,Alleghany County,VA
16556,2012,7.083333333,Alleghany County,VA
16557,2013,6.591666667,Alleghany County,VA
16558,2014,5.925,Alleghany County,VA
16559,2015,5.058333333,Alleghany County,VA
16560,2010,4.116666667,Arlington County,VA
16561,2011,3.75,Arlington County,VA
16562,2012,3.458333333,Arlington County,VA
16563,2013,3.458333333,Arlington County,VA
16564,2014,3.275,Arlington County,VA
16565,2015,2.816666667,Arlington County,VA
16566,2010,6.458333333,Botetourt County,VA
16567,2011,5.875,Botetourt County,VA
16568,2012,5.466666667,Botetourt County,VA
16569,2013,5.241666667,Botetourt County,VA
16570,2014,4.891666667,Botetourt County,VA
16571,2015,4.183333333,Botetourt County,VA
16572,2010,11.28333333,Brunswick County,VA
16573,2011,10.56666667,Brunswick County,VA
16574,2012,10.11666667,Brunswick County,VA
16575,2013,9.375,Brunswick County,VA
16576,2014,8.075,Brunswick County,VA
16577,2015,6.791666667,Brunswick County,VA
16578,2010,10.025,Charlotte County,VA
16579,2011,9.791666667,Charlotte County,VA
16580,2012,8.725,Charlotte County,VA
16581,2013,7.791666667,Charlotte County,VA
16582,2014,6.758333333,Charlotte County,VA
16583,2015,5.683333333,Charlotte County,VA
16584,2010,10.5,Dickenson County,VA
16585,2011,9.866666667,Dickenson County,VA
16586,2012,10.68333333,Dickenson County,VA
16587,2013,11.16666667,Dickenson County,VA
16588,2014,10.2,Dickenson County,VA
16589,2015,10.08333333,Dickenson County,VA
16590,2010,8.841666667,Dinwiddie County,VA
16591,2011,7.975,Dinwiddie County,VA
16592,2012,7.583333333,Dinwiddie County,VA
16593,2013,7.358333333,Dinwiddie County,VA
16594,2014,6.466666667,Dinwiddie County,VA
16595,2015,5.425,Dinwiddie County,VA
16596,2010,7.516666667,Frederick County,VA
16597,2011,6.491666667,Frederick County,VA
16598,2012,5.783333333,Frederick County,VA
16599,2013,5.308333333,Frederick County,VA
16600,2014,4.708333333,Frederick County,VA
16601,2015,3.966666667,Frederick County,VA
16602,2010,7.166666667,Goochland County,VA
16603,2011,6.341666667,Goochland County,VA
16604,2012,5.591666667,Goochland County,VA
16605,2013,5.15,Goochland County,VA
16606,2014,4.791666667,Goochland County,VA
16607,2015,4.183333333,Goochland County,VA
16608,2010,9.825,Lancaster County,VA
16609,2011,9.258333333,Lancaster County,VA
16610,2012,7.958333333,Lancaster County,VA
16611,2013,7.525,Lancaster County,VA
16612,2014,7.666666667,Lancaster County,VA
16613,2015,6.6,Lancaster County,VA
16614,2010,9.5,Lunenburg County,VA
16615,2011,8.55,Lunenburg County,VA
16616,2012,7.558333333,Lunenburg County,VA
16617,2013,7.033333333,Lunenburg County,VA
16618,2014,5.908333333,Lunenburg County,VA
16619,2015,5.116666667,Lunenburg County,VA
16620,2010,7.175,Middlesex County,VA
16621,2011,6.491666667,Middlesex County,VA
16622,2012,6.083333333,Middlesex County,VA
16623,2013,5.533333333,Middlesex County,VA
16624,2014,5.058333333,Middlesex County,VA
16625,2015,4.25,Middlesex County,VA
16626,2010,8.616666667,Appomattox County,VA
16627,2011,7.958333333,Appomattox County,VA
16628,2012,7.433333333,Appomattox County,VA
16629,2013,6.45,Appomattox County,VA
16630,2014,5.725,Appomattox County,VA
16631,2015,4.891666667,Appomattox County,VA
16632,2010,10.66666667,Buckingham County,VA
16633,2011,9.575,Buckingham County,VA
16634,2012,8.533333333,Buckingham County,VA
16635,2013,7.908333333,Buckingham County,VA
16636,2014,6.816666667,Buckingham County,VA
16637,2015,5.941666667,Buckingham County,VA
16638,2010,8.466666667,Cumberland County,VA
16639,2011,7.666666667,Cumberland County,VA
16640,2012,7.125,Cumberland County,VA
16641,2013,6.658333333,Cumberland County,VA
16642,2014,6.133333333,Cumberland County,VA
16643,2015,5.15,Cumberland County,VA
16644,2010,6.841666667,Gloucester County,VA
16645,2011,6.291666667,Gloucester County,VA
16646,2012,5.65,Gloucester County,VA
16647,2013,5.208333333,Gloucester County,VA
16648,2014,4.841666667,Gloucester County,VA
16649,2015,4.075,Gloucester County,VA
16650,2010,6.325,James City County,VA
16651,2011,6.108333333,James City County,VA
16652,2012,5.716666667,James City County,VA
16653,2013,5.35,James City County,VA
16654,2014,4.925,James City County,VA
16655,2015,4.333333333,James City County,VA
16656,2010,7.058333333,Montgomery County,VA
16657,2011,6.341666667,Montgomery County,VA
16658,2012,5.95,Montgomery County,VA
16659,2013,5.666666667,Montgomery County,VA
16660,2014,5.108333333,Montgomery County,VA
16661,2015,4.325,Montgomery County,VA
16662,2010,7.541666667,Rockbridge County,VA
16663,2011,6.775,Rockbridge County,VA
16664,2012,6.083333333,Rockbridge County,VA
16665,2013,5.808333333,Rockbridge County,VA
16666,2014,5.35,Rockbridge County,VA
16667,2015,4.716666667,Rockbridge County,VA
16668,2010,6.725,Rockingham County,VA
16669,2011,6.033333333,Rockingham County,VA
16670,2012,5.675,Rockingham County,VA
16671,2013,5.083333333,Rockingham County,VA
16672,2014,4.691666667,Rockingham County,VA
16673,2015,4.116666667,Rockingham County,VA
16674,2010,8.233333333,Shenandoah County,VA
16675,2011,7.05,Shenandoah County,VA
16676,2012,6.375,Shenandoah County,VA
16677,2013,5.633333333,Shenandoah County,VA
16678,2014,5.008333333,Shenandoah County,VA
16679,2015,4.258333333,Shenandoah County,VA
16680,2010,7.95,Washington County,VA
16681,2011,7.108333333,Washington County,VA
16682,2012,6.75,Washington County,VA
16683,2013,6.366666667,Washington County,VA
16684,2014,5.775,Washington County,VA
16685,2015,4.791666667,Washington County,VA
16686,2010,9.591666667,Greensville County,VA
16687,2011,8.775,Greensville County,VA
16688,2012,8.633333333,Greensville County,VA
16689,2013,7.741666667,Greensville County,VA
16690,2014,6.491666667,Greensville County,VA
16691,2015,5.375,Greensville County,VA
16692,2010,7.358333333,King George County,VA
16693,2011,6.975,King George County,VA
16694,2012,6.475,King George County,VA
16695,2013,5.791666667,King George County,VA
16696,2014,5.383333333,King George County,VA
16697,2015,4.758333333,King George County,VA
16698,2010,11.34166667,Mecklenburg County,VA
16699,2011,10.39166667,Mecklenburg County,VA
16700,2012,9.433333333,Mecklenburg County,VA
16701,2013,9.325,Mecklenburg County,VA
16702,2014,7.733333333,Mecklenburg County,VA
16703,2015,6.141666667,Mecklenburg County,VA
16704,2010,8.475,Northampton County,VA
16705,2011,8.908333333,Northampton County,VA
16706,2012,9.266666667,Northampton County,VA
16707,2013,9.133333333,Northampton County,VA
16708,2014,7.616666667,Northampton County,VA
16709,2015,6.133333333,Northampton County,VA
16710,2010,8.583333333,Southampton County,VA
16711,2011,7.7,Southampton County,VA
16712,2012,6.258333333,Southampton County,VA
16713,2013,5.608333333,Southampton County,VA
16714,2014,4.908333333,Southampton County,VA
16715,2015,4.008333333,Southampton County,VA
16716,2010,9.6,Charles City County,VA
16717,2011,8.991666667,Charles City County,VA
16718,2012,7.841666667,Charles City County,VA
16719,2013,6.783333333,Charles City County,VA
16720,2014,5.991666667,Charles City County,VA
16721,2015,5.325,Charles City County,VA
16722,2010,7.291666667,Chesterfield County,VA
16723,2011,6.766666667,Chesterfield County,VA
16724,2012,6.116666667,Chesterfield County,VA
16725,2013,5.658333333,Chesterfield County,VA
16726,2014,5.141666667,Chesterfield County,VA
16727,2015,4.3,Chesterfield County,VA
16728,2010,7.45,King William County,VA
16729,2011,6.883333333,King William County,VA
16730,2012,6.325,King William County,VA
16731,2013,5.65,King William County,VA
16732,2014,5.166666667,King William County,VA
16733,2015,4.225,King William County,VA
16734,2010,10.9,Pittsylvania County,VA
16735,2011,9.116666667,Pittsylvania County,VA
16736,2012,7.766666667,Pittsylvania County,VA
16737,2013,7.033333333,Pittsylvania County,VA
16738,2014,6.358333333,Pittsylvania County,VA
16739,2015,5.308333333,Pittsylvania County,VA
16740,2010,6.316666667,Rappahannock County,VA
16741,2011,5.608333333,Rappahannock County,VA
16742,2012,5.416666667,Rappahannock County,VA
16743,2013,5.133333333,Rappahannock County,VA
16744,2014,4.791666667,Rappahannock County,VA
16745,2015,4.133333333,Rappahannock County,VA
16746,2010,6.991666667,Spotsylvania County,VA
16747,2011,6.708333333,Spotsylvania County,VA
16748,2012,6.091666667,Spotsylvania County,VA
16749,2013,5.808333333,Spotsylvania County,VA
16750,2014,5.433333333,Spotsylvania County,VA
16751,2015,4.65,Spotsylvania County,VA
16752,2010,8.091666667,Westmoreland County,VA
16753,2011,7.533333333,Westmoreland County,VA
16754,2012,7.258333333,Westmoreland County,VA
16755,2013,6.866666667,Westmoreland County,VA
16756,2014,6.483333333,Westmoreland County,VA
16757,2015,5.391666667,Westmoreland County,VA
16758,2010,7.133333333,Isle of Wight County,VA
16759,2011,6.941666667,Isle of Wight County,VA
16760,2012,6.325,Isle of Wight County,VA
16761,2013,5.733333333,Isle of Wight County,VA
16762,2014,5.25,Isle of Wight County,VA
16763,2015,4.583333333,Isle of Wight County,VA
16764,2010,9.666666667,Prince Edward County,VA
16765,2011,9,Prince Edward County,VA
16766,2012,8.508333333,Prince Edward County,VA
16767,2013,8.391666667,Prince Edward County,VA
16768,2014,7.658333333,Prince Edward County,VA
16769,2015,6.266666667,Prince Edward County,VA
16770,2010,8.058333333,Prince George County,VA
16771,2011,7.8,Prince George County,VA
16772,2012,7.408333333,Prince George County,VA
16773,2013,6.983333333,Prince George County,VA
16774,2014,6.325,Prince George County,VA
16775,2015,5.408333333,Prince George County,VA
16776,2010,8.075,King and Queen County,VA
16777,2011,7.366666667,King and Queen County,VA
16778,2012,6.633333333,King and Queen County,VA
16779,2013,6.1,King and Queen County,VA
16780,2014,5.783333333,King and Queen County,VA
16781,2015,4.833333333,King and Queen County,VA
16782,2010,8.708333333,Northumberland County,VA
16783,2011,9.016666667,Northumberland County,VA
16784,2012,8.191666667,Northumberland County,VA
16785,2013,7.425,Northumberland County,VA
16786,2014,7.1,Northumberland County,VA
16787,2015,6.125,Northumberland County,VA
16788,2010,6.1,Prince William County,VA
16789,2011,5.658333333,Prince William County,VA
16790,2012,5.283333333,Prince William County,VA
16791,2013,5.2,Prince William County,VA
16792,2014,4.916666667,Prince William County,VA
16793,2015,4.133333333,Prince William County,VA
16794,2010,9.966666667,Essex County,VT
16795,2011,8.366666667,Essex County,VT
16796,2012,8.033333333,Essex County,VT
16797,2013,6.758333333,Essex County,VT
16798,2014,5.933333333,Essex County,VT
16799,2015,5.783333333,Essex County,VT
16800,2010,5.875,Orange County,VT
16801,2011,5.333333333,Orange County,VT
16802,2012,4.7,Orange County,VT
16803,2013,4.116666667,Orange County,VT
16804,2014,3.825,Orange County,VT
16805,2015,3.433333333,Orange County,VT
16806,2010,5.841666667,Addison County,VT
16807,2011,4.958333333,Addison County,VT
16808,2012,4.516666667,Addison County,VT
16809,2013,4.116666667,Addison County,VT
16810,2014,3.716666667,Addison County,VT
16811,2015,3.483333333,Addison County,VT
16812,2010,8.9,Orleans County,VT
16813,2011,8.433333333,Orleans County,VT
16814,2012,7.725,Orleans County,VT
16815,2013,6.8,Orleans County,VT
16816,2014,6.258333333,Orleans County,VT
16817,2015,5.583333333,Orleans County,VT
16818,2010,7.4,Rutland County,VT
16819,2011,6.791666667,Rutland County,VT
16820,2012,6.233333333,Rutland County,VT
16821,2013,5.325,Rutland County,VT
16822,2014,4.716666667,Rutland County,VT
16823,2015,4.25,Rutland County,VT
16824,2010,6.133333333,Windham County,VT
16825,2011,5.608333333,Windham County,VT
16826,2012,5.175,Windham County,VT
16827,2013,4.675,Windham County,VT
